NO,TYPE,DRAWING,DISPFLG,#500,#501,#600,#601,#1,#602,,,,,,
31202,GEFBB1.0-36,,1,,,,,,,,,,,,
31203,GEFBB1.0-40,,1,,,,,,,,,,,,
31204,GEFBB1.0-48,,1,,,,,,,,,,,,
31205,GEFBB1.0-50,,1,,,,,,,,,,,,
31206,GEFBB1.0-60,,1,,,,,,,,,,,,
31207,GEFBB1.0-70,,1,,,,,,,,,,,,
31208,GEFBB1.0-80,,1,,,,,,,,,,,,
31209,GEFBB1.0-100,,1,,,,,,,,,,,,
31210,GEFBB1.0-120,,1,,,,,,,,,,,,
31211,GEFBB1.5-16,,1,,,,,,,,,,,,
31212,GEFBB1.5-18,,1,,,,,,,,,,,,
31213,GEFBB1.5-20,,1,,,,,,,,,,,,
31214,GEFBB1.5-24,,1,,,,,,,,,,,,
31215,GEFBB1.5-25,,1,,,,,,,,,,,,
31216,GEFBB1.5-26,,1,,,,,,,,,,,,
31217,GEFBB1.5-28,,1,,,,,,,,,,,,
31218,GEFBB1.5-30,,1,,,,,,,,,,,,
31219,GEFBB1.5-35,,1,,,,,,,,,,,,
31220,GEFBB1.5-36,,1,,,,,,,,,,,,
31221,GEFBB1.5-40,,1,,,,,,,,,,,,
31222,GEFBB1.5-48,,1,,,,,,,,,,,,
31223,GEFBB1.5-50,,1,,,,,,,,,,,,
31224,GEFBB1.5-60,,1,,,,,,,,,,,,
31225,GEFBB1.5-70,,1,,,,,,,,,,,,
31226,GEFBB1.5-80,,1,,,,,,,,,,,,
31227,GEFBB2.0-15,,1,,,,,,,,,,,,
31228,GEFBB2.0-16,,1,,,,,,,,,,,,
31229,GEFBB2.0-18,,1,,,,,,,,,,,,
31230,GEFBB2.0-20,,1,,,,,,,,,,,,
31231,GEFBB2.0-24,,1,,,,,,,,,,,,
31232,GEFBB2.0-25,,1,,,,,,,,,,,,
31233,GEFBB2.0-26,,1,,,,,,,,,,,,
31234,GEFBB2.0-30,,1,,,,,,,,,,,,
31235,GEFBB2.0-32,,1,,,,,,,,,,,,
31236,GEFBB2.0-36,,1,,,,,,,,,,,,
31237,GEFBB2.0-40,,1,,,,,,,,,,,,
31238,GEFBB2.0-48,,1,,,,,,,,,,,,
31239,GEFBB2.0-50,,1,,,,,,,,,,,,
31240,GEFBB2.0-52,,1,,,,,,,,,,,,
31241,GEFBB2.0-60,,1,,,,,,,,,,,,
31242,GEFBB2.5-18,,1,,,,,,,,,,,,
31243,GEFBB2.5-20,,1,,,,,,,,,,,,
31244,GEFBB2.5-25,,1,,,,,,,,,,,,
31245,GEFBB2.5-28,,1,,,,,,,,,,,,
31246,GEFBB2.5-36,,1,,,,,,,,,,,,
31247,GEFBB2.5-40,,1,,,,,,,,,,,,
31248,GEFBB2.5-50,,1,,,,,,,,,,,,
31249,GEFBB3.0-12,,1,,,,,,,,,,,,
31250,GEFBB3.0-15,,1,,,,,,,,,,,,
31251,GEFBB3.0-18,,1,,,,,,,,,,,,
31252,GEFBB3.0-20,,1,,,,,,,,,,,,
31253,GEFBB3.0-30,,1,,,,,,,,,,,,
31254,GEFBB3.0-36,,1,,,,,,,,,,,,
31255,GEFBB3.0-40,,1,,,,,,,,,,,,
31256,GEFBG0.5-20,,1,,,,,,,,,,,,
31257,GEFBG0.5-24,,1,,,,,,,,,,,,
31258,GEFBG0.5-25,,1,,,,,,,,,,,,
31259,GEFBG0.5-26,,1,,,,,,,,,,,,
31260,GEFBG0.5-30,,1,,,,,,,,,,,,
31261,GEFBG0.5-32,,1,,,,,,,,,,,,
31262,GEFBG0.5-36,,1,,,,,,,,,,,,
31263,GEFBG0.5-40,,1,,,,,,,,,,,,
31264,GEFBG0.5-48,,1,,,,,,,,,,,,
31265,GEFBG0.5-50,,1,,,,,,,,,,,,
31266,GEFBG0.5-60,,1,,,,,,,,,,,,
31267,GEFBG0.5-70,,1,,,,,,,,,,,,
31268,GEFBG0.5-80,,1,,,,,,,,,,,,
31269,GEFBG0.5-100,,1,,,,,,,,,,,,
31270,GEFBG0.8-15,,1,,,,,,,,,,,,
31271,GEFBG0.8-16,,1,,,,,,,,,,,,
31272,GEFBG0.8-18,,1,,,,,,,,,,,,
31273,GEFBG0.8-20,,1,,,,,,,,,,,,
31274,GEFBG0.8-24,,1,,,,,,,,,,,,
31275,GEFBG0.8-25,,1,,,,,,,,,,,,
31276,GEFBG0.8-28,,1,,,,,,,,,,,,
31277,GEFBG0.8-30,,1,,,,,,,,,,,,
31278,GEFBG0.8-32,,1,,,,,,,,,,,,
31279,GEFBG0.8-36,,1,,,,,,,,,,,,
31280,GEFBG0.8-40,,1,,,,,,,,,,,,
31281,GEFBG0.8-45,,1,,,,,,,,,,,,
31282,GEFBG0.8-48,,1,,,,,,,,,,,,
31283,GEFBG0.8-50,,1,,,,,,,,,,,,
31284,GEFBG1.0-20,,1,,,,,,,,,,,,
31285,GEFBG1.0-21,,1,,,,,,,,,,,,
31286,GEFBG1.0-22,,1,,,,,,,,,,,,
31287,GEFBG1.0-23,,1,,,,,,,,,,,,
31288,GEFBG1.0-24,,1,,,,,,,,,,,,
31289,GEFBG1.0-25,,1,,,,,,,,,,,,
31290,GEFBG1.0-26,,1,,,,,,,,,,,,
31291,GEFBG1.0-28,,1,,,,,,,,,,,,
31292,GEFBG1.0-30,,1,,,,,,,,,,,,
31293,GEFBG1.0-32,,1,,,,,,,,,,,,
31294,GEFBG1.0-35,,1,,,,,,,,,,,,
31295,GEFBG1.0-36,,1,,,,,,,,,,,,
31296,GEFBG1.0-40,,1,,,,,,,,,,,,
31297,GEFBG1.0-48,,1,,,,,,,,,,,,
31298,GEFBG1.0-50,,1,,,,,,,,,,,,
31299,GEFBG1.0-60,,1,,,,,,,,,,,,
31300,GEFBG1.0-70,,1,,,,,,,,,,,,
31301,GEFBG1.0-80,,1,,,,,,,,,,,,
31302,GEFBG1.0-100,,1,,,,,,,,,,,,
31303,GEFBG1.0-120,,1,,,,,,,,,,,,
31304,GEFBG1.5-16,,1,,,,,,,,,,,,
31305,GEFBG1.5-18,,1,,,,,,,,,,,,
31306,GEFBG1.5-20,,1,,,,,,,,,,,,
31307,GEFBG1.5-24,,1,,,,,,,,,,,,
31308,GEFBG1.5-25,,1,,,,,,,,,,,,
31309,GEFBG1.5-26,,1,,,,,,,,,,,,
31310,GEFBG1.5-28,,1,,,,,,,,,,,,
31311,GEFBG1.5-30,,1,,,,,,,,,,,,
31312,GEFBG1.5-35,,1,,,,,,,,,,,,
31313,GEFBG1.5-36,,1,,,,,,,,,,,,
31314,GEFBG1.5-40,,1,,,,,,,,,,,,
31315,GEFBG1.5-48,,1,,,,,,,,,,,,
31316,GEFBG1.5-50,,1,,,,,,,,,,,,
31317,GEFBG1.5-60,,1,,,,,,,,,,,,
31318,GEFBG1.5-70,,1,,,,,,,,,,,,
31319,GEFBG1.5-80,,1,,,,,,,,,,,,
31320,GEFBG2.0-15,,1,,,,,,,,,,,,
31321,GEFBG2.0-16,,1,,,,,,,,,,,,
31322,GEFBG2.0-18,,1,,,,,,,,,,,,
31323,GEFBG2.0-20,,1,,,,,,,,,,,,
31324,GEFBG2.0-24,,1,,,,,,,,,,,,
31325,GEFBG2.0-25,,1,,,,,,,,,,,,
31326,GEFBG2.0-26,,1,,,,,,,,,,,,
31327,GEFBG2.0-30,,1,,,,,,,,,,,,
31328,GEFBG2.0-32,,1,,,,,,,,,,,,
31329,GEFBG2.0-36,,1,,,,,,,,,,,,
31330,GEFBG2.0-40,,1,,,,,,,,,,,,
31331,GEFBG2.0-48,,1,,,,,,,,,,,,
31332,GEFBG2.0-50,,1,,,,,,,,,,,,
31333,GEFBG2.0-52,,1,,,,,,,,,,,,
31334,GEFBG2.0-60,,1,,,,,,,,,,,,
31335,GEFBG2.5-18,,1,,,,,,,,,,,,
31336,GEFBG2.5-20,,1,,,,,,,,,,,,
31337,GEFBG2.5-25,,1,,,,,,,,,,,,
31338,GEFBG2.5-28,,1,,,,,,,,,,,,
31339,GEFBG2.5-36,,1,,,,,,,,,,,,
31340,GEFBG2.5-40,,1,,,,,,,,,,,,
31341,GEFBG2.5-50,,1,,,,,,,,,,,,
31342,GEFBG3.0-12,,1,,,,,,,,,,,,
31343,GEFBG3.0-15,,1,,,,,,,,,,,,
31344,GEFBG3.0-18,,1,,,,,,,,,,,,
31345,GEFBG3.0-20,,1,,,,,,,,,,,,
31346,GEFBG3.0-30,,1,,,,,,,,,,,,
31347,GEFBG3.0-36,,1,,,,,,,,,,,,
31348,GEFBG3.0-40,,1,,,,,,,,,,,,
31349,GEFBS0.5-20,,1,,,,,,,,,,,,
31350,GEFBS0.5-24,,1,,,,,,,,,,,,
31351,GEFBS0.5-25,,1,,,,,,,,,,,,
31352,GEFBS0.5-26,,1,,,,,,,,,,,,
31353,GEFBS0.5-30,,1,,,,,,,,,,,,
31354,GEFBS0.5-32,,1,,,,,,,,,,,,
31355,GEFBS0.5-36,,1,,,,,,,,,,,,
31356,GEFBS0.5-40,,1,,,,,,,,,,,,
31357,GEFBS0.5-48,,1,,,,,,,,,,,,
31358,GEFBS0.5-50,,1,,,,,,,,,,,,
31359,GEFBS0.5-60,,1,,,,,,,,,,,,
31360,GEFBS0.5-70,,1,,,,,,,,,,,,
31361,GEFBS0.5-80,,1,,,,,,,,,,,,
31362,GEFBS0.5-100,,1,,,,,,,,,,,,
31363,GEFBS0.8-15,,1,,,,,,,,,,,,
31364,GEFBS0.8-16,,1,,,,,,,,,,,,
31365,GEFBS0.8-18,,1,,,,,,,,,,,,
31366,GEFBS0.8-20,,1,,,,,,,,,,,,
31367,GEFBS0.8-24,,1,,,,,,,,,,,,
31368,GEFBS0.8-25,,1,,,,,,,,,,,,
31369,GEFBS0.8-28,,1,,,,,,,,,,,,
31370,GEFBS0.8-30,,1,,,,,,,,,,,,
31371,GEFBS0.8-32,,1,,,,,,,,,,,,
31372,GEFBS0.8-36,,1,,,,,,,,,,,,
31373,GEFBS0.8-40,,1,,,,,,,,,,,,
31374,GEFBS0.8-45,,1,,,,,,,,,,,,
31375,GEFBS0.8-48,,1,,,,,,,,,,,,
31376,GEFBS0.8-50,,1,,,,,,,,,,,,
31377,GEFBS1.0-20,,1,,,,,,,,,,,,
31378,GEFBS1.0-21,,1,,,,,,,,,,,,
31379,GEFBS1.0-22,,1,,,,,,,,,,,,
31380,GEFBS1.0-23,,1,,,,,,,,,,,,
31381,GEFBS1.0-24,,1,,,,,,,,,,,,
31382,GEFBS1.0-25,,1,,,,,,,,,,,,
31383,GEFBS1.0-26,,1,,,,,,,,,,,,
31384,GEFBS1.0-28,,1,,,,,,,,,,,,
31385,GEFBS1.0-30,,1,,,,,,,,,,,,
31386,GEFBS1.0-32,,1,,,,,,,,,,,,
31387,GEFBS1.0-35,,1,,,,,,,,,,,,
31388,GEFBS1.0-36,,1,,,,,,,,,,,,
31389,GEFBS1.0-40,,1,,,,,,,,,,,,
31390,GEFBS1.0-48,,1,,,,,,,,,,,,
31391,GEFBS1.0-50,,1,,,,,,,,,,,,
31392,GEFBS1.0-60,,1,,,,,,,,,,,,
31393,GEFBS1.0-70,,1,,,,,,,,,,,,
31394,GEFBS1.0-80,,1,,,,,,,,,,,,
31395,GEFBS1.0-100,,1,,,,,,,,,,,,
31396,GEFBS1.0-120,,1,,,,,,,,,,,,
31397,GEFBS1.5-16,,1,,,,,,,,,,,,
31398,GEFBS1.5-18,,1,,,,,,,,,,,,
31399,GEFBS1.5-20,,1,,,,,,,,,,,,
31400,GEFBS1.5-24,,1,,,,,,,,,,,,
31401,GEFBS1.5-25,,1,,,,,,,,,,,,
31402,GEFBS1.5-26,,1,,,,,,,,,,,,
31403,GEFBS1.5-28,,1,,,,,,,,,,,,
31404,GEFBS1.5-30,,1,,,,,,,,,,,,
31405,GEFBS1.5-35,,1,,,,,,,,,,,,
31406,GEFBS1.5-36,,1,,,,,,,,,,,,
31407,GEFBS1.5-40,,1,,,,,,,,,,,,
31408,GEFBS1.5-48,,1,,,,,,,,,,,,
31409,GEFBS1.5-50,,1,,,,,,,,,,,,
31410,GEFBS1.5-60,,1,,,,,,,,,,,,
31411,GEFBS1.5-70,,1,,,,,,,,,,,,
31412,GEFBS1.5-80,,1,,,,,,,,,,,,
31413,GEFBS2.0-15,,1,,,,,,,,,,,,
31414,GEFBS2.0-16,,1,,,,,,,,,,,,
31415,GEFBS2.0-18,,1,,,,,,,,,,,,
31416,GEFBS2.0-20,,1,,,,,,,,,,,,
31417,GEFBS2.0-24,,1,,,,,,,,,,,,
31418,GEFBS2.0-25,,1,,,,,,,,,,,,
31419,GEFBS2.0-26,,1,,,,,,,,,,,,
31420,GEFBS2.0-30,,1,,,,,,,,,,,,
31421,GEFBS2.0-32,,1,,,,,,,,,,,,
31422,GEFBS2.0-36,,1,,,,,,,,,,,,
31423,GEFBS2.0-40,,1,,,,,,,,,,,,
31424,GEFBS2.0-48,,1,,,,,,,,,,,,
31425,GEFBS2.0-50,,1,,,,,,,,,,,,
31426,GEFBS2.0-52,,1,,,,,,,,,,,,
31427,GEFBS2.0-60,,1,,,,,,,,,,,,
31428,GEFBS2.5-18,,1,,,,,,,,,,,,
31429,GEFBS2.5-20,,1,,,,,,,,,,,,
31430,GEFBS2.5-25,,1,,,,,,,,,,,,
31431,GEFBS2.5-28,,1,,,,,,,,,,,,
31432,GEFBS2.5-36,,1,,,,,,,,,,,,
31433,GEFBS2.5-40,,1,,,,,,,,,,,,
31434,GEFBS2.5-50,,1,,,,,,,,,,,,
31435,GEFBS3.0-12,,1,,,,,,,,,,,,
31436,GEFBS3.0-15,,1,,,,,,,,,,,,
31437,GEFBS3.0-18,,1,,,,,,,,,,,,
31438,GEFBS3.0-20,,1,,,,,,,,,,,,
31439,GEFBS3.0-30,,1,,,,,,,,,,,,
31440,GEFBS3.0-36,,1,,,,,,,,,,,,
31441,GEFBS3.0-40,,1,,,,,,,,,,,,
31442,GEFKB0.5-20,,1,,,,,,,,,,,,
31443,GEFKB0.5-24,,1,,,,,,,,,,,,
31444,GEFKB0.5-25,,1,,,,,,,,,,,,
31445,GEFKB0.5-26,,1,,,,,,,,,,,,
31446,GEFKB0.5-30,,1,,,,,,,,,,,,
31447,GEFKB0.5-32,,1,,,,,,,,,,,,
31448,GEFKB0.5-36,,1,,,,,,,,,,,,
31449,GEFKB0.5-40,,1,,,,,,,,,,,,
31450,GEFKB0.5-48,,1,,,,,,,,,,,,
31451,GEFKB0.5-50,,1,,,,,,,,,,,,
31452,GEFKB0.5-60,,1,,,,,,,,,,,,
31453,GEFKB0.5-70,,1,,,,,,,,,,,,
31454,GEFKB0.5-80,,1,,,,,,,,,,,,
31455,GEFKB0.5-100,,1,,,,,,,,,,,,
31456,GEFKB0.8-15,,1,,,,,,,,,,,,
31457,GEFKB0.8-16,,1,,,,,,,,,,,,
31458,GEFKB0.8-18,,1,,,,,,,,,,,,
31459,GEFKB0.8-20,,1,,,,,,,,,,,,
31460,GEFKB0.8-24,,1,,,,,,,,,,,,
31461,GEFKB0.8-25,,1,,,,,,,,,,,,
31462,GEFKB0.8-28,,1,,,,,,,,,,,,
31463,GEFKB0.8-30,,1,,,,,,,,,,,,
31464,GEFKB0.8-32,,1,,,,,,,,,,,,
31465,GEFKB0.8-36,,1,,,,,,,,,,,,
31466,GEFKB0.8-40,,1,,,,,,,,,,,,
31467,GEFKB0.8-45,,1,,,,,,,,,,,,
31468,GEFKB0.8-48,,1,,,,,,,,,,,,
31469,GEFKB0.8-50,,1,,,,,,,,,,,,
31470,GEFKB1.0-20,,1,,,,,,,,,,,,
31471,GEFKB1.0-21,,1,,,,,,,,,,,,
31472,GEFKB1.0-22,,1,,,,,,,,,,,,
31473,GEFKB1.0-23,,1,,,,,,,,,,,,
31474,GEFKB1.0-24,,1,,,,,,,,,,,,
31475,GEFKB1.0-25,,1,,,,,,,,,,,,
31476,GEFKB1.0-26,,1,,,,,,,,,,,,
31477,GEFKB1.0-28,,1,,,,,,,,,,,,
31478,GEFKB1.0-30,,1,,,,,,,,,,,,
31479,GEFKB1.0-32,,1,,,,,,,,,,,,
31480,GEFKB1.0-35,,1,,,,,,,,,,,,
31481,GEFKB1.0-36,,1,,,,,,,,,,,,
31482,GEFKB1.0-40,,1,,,,,,,,,,,,
31483,GEFKB1.0-48,,1,,,,,,,,,,,,
31484,GEFKB1.0-50,,1,,,,,,,,,,,,
31485,GEFKB1.0-60,,1,,,,,,,,,,,,
31486,GEFKB1.0-70,,1,,,,,,,,,,,,
31487,GEFKB1.0-80,,1,,,,,,,,,,,,
31488,GEFKB1.0-100,,1,,,,,,,,,,,,
31489,GEFKB1.0-120,,1,,,,,,,,,,,,
31490,GEFKB1.5-16,,1,,,,,,,,,,,,
31491,GEFKB1.5-18,,1,,,,,,,,,,,,
31492,GEFKB1.5-20,,1,,,,,,,,,,,,
31493,GEFKB1.5-24,,1,,,,,,,,,,,,
31494,GEFKB1.5-25,,1,,,,,,,,,,,,
31495,GEFKB1.5-26,,1,,,,,,,,,,,,
31496,GEFKB1.5-28,,1,,,,,,,,,,,,
31497,GEFKB1.5-30,,1,,,,,,,,,,,,
31498,GEFKB1.5-35,,1,,,,,,,,,,,,
31499,GEFKB1.5-36,,1,,,,,,,,,,,,
31500,GEFKB1.5-40,,1,,,,,,,,,,,,
31501,GEFKB1.5-48,,1,,,,,,,,,,,,
31502,GEFKB1.5-50,,1,,,,,,,,,,,,
31503,GEFKB1.5-60,,1,,,,,,,,,,,,
31504,GEFKB1.5-70,,1,,,,,,,,,,,,
31505,GEFKB1.5-80,,1,,,,,,,,,,,,
31506,GEFKB2.0-15,,1,,,,,,,,,,,,
31507,GEFKB2.0-16,,1,,,,,,,,,,,,
31508,GEFKB2.0-18,,1,,,,,,,,,,,,
31509,GEFKB2.0-20,,1,,,,,,,,,,,,
31510,GEFKB2.0-24,,1,,,,,,,,,,,,
31511,GEFKB2.0-25,,1,,,,,,,,,,,,
31512,GEFKB2.0-26,,1,,,,,,,,,,,,
31513,GEFKB2.0-30,,1,,,,,,,,,,,,
31514,GEFKB2.0-32,,1,,,,,,,,,,,,
31515,GEFKB2.0-36,,1,,,,,,,,,,,,
31516,GEFKB2.0-40,,1,,,,,,,,,,,,
31517,GEFKB2.0-48,,1,,,,,,,,,,,,
31518,GEFKB2.0-50,,1,,,,,,,,,,,,
31519,GEFKB2.0-52,,1,,,,,,,,,,,,
31520,GEFKB2.0-60,,1,,,,,,,,,,,,
31521,GEFKB2.5-18,,1,,,,,,,,,,,,
31522,GEFKB2.5-20,,1,,,,,,,,,,,,
31523,GEFKB2.5-25,,1,,,,,,,,,,,,
31524,GEFKB2.5-28,,1,,,,,,,,,,,,
31525,GEFKB2.5-36,,1,,,,,,,,,,,,
31526,GEFKB2.5-40,,1,,,,,,,,,,,,
31527,GEFKB2.5-50,,1,,,,,,,,,,,,
31528,GEFKB3.0-12,,1,,,,,,,,,,,,
31529,GEFKB3.0-15,,1,,,,,,,,,,,,
31530,GEFKB3.0-18,,1,,,,,,,,,,,,
31531,GEFKB3.0-20,,1,,,,,,,,,,,,
31532,GEFKB3.0-30,,1,,,,,,,,,,,,
31533,GEFKB3.0-36,,1,,,,,,,,,,,,
31534,GEFKB3.0-40,,1,,,,,,,,,,,,
31535,GEFKBB0.5-20,,1,,,,,,,,,,,,
31536,GEFKBB0.5-24,,1,,,,,,,,,,,,
31537,GEFKBB0.5-25,,1,,,,,,,,,,,,
31538,GEFKBB0.5-26,,1,,,,,,,,,,,,
31539,GEFKBB0.5-30,,1,,,,,,,,,,,,
31540,GEFKBB0.5-32,,1,,,,,,,,,,,,
31541,GEFKBB0.5-36,,1,,,,,,,,,,,,
31542,GEFKBB0.5-40,,1,,,,,,,,,,,,
31543,GEFKBB0.5-48,,1,,,,,,,,,,,,
31544,GEFKBB0.5-50,,1,,,,,,,,,,,,
31545,GEFKBB0.5-60,,1,,,,,,,,,,,,
31546,GEFKBB0.5-70,,1,,,,,,,,,,,,
31547,GEFKBB0.5-80,,1,,,,,,,,,,,,
31548,GEFKBB0.5-100,,1,,,,,,,,,,,,
31549,GEFKBB0.8-15,,1,,,,,,,,,,,,
31550,GEFKBB0.8-16,,1,,,,,,,,,,,,
31551,GEFKBB0.8-18,,1,,,,,,,,,,,,
31552,GEFKBB0.8-20,,1,,,,,,,,,,,,
31553,GEFKBB0.8-24,,1,,,,,,,,,,,,
31554,GEFKBB0.8-25,,1,,,,,,,,,,,,
31555,GEFKBB0.8-28,,1,,,,,,,,,,,,
31556,GEFKBB0.8-30,,1,,,,,,,,,,,,
31557,GEFKBB0.8-32,,1,,,,,,,,,,,,
31558,GEFKBB0.8-36,,1,,,,,,,,,,,,
31559,GEFKBB0.8-40,,1,,,,,,,,,,,,
31560,GEFKBB0.8-45,,1,,,,,,,,,,,,
31561,GEFKBB0.8-48,,1,,,,,,,,,,,,
31562,GEFKBB0.8-50,,1,,,,,,,,,,,,
31563,GEFKBB1.0-20,,1,,,,,,,,,,,,
31564,GEFKBB1.0-21,,1,,,,,,,,,,,,
31565,GEFKBB1.0-22,,1,,,,,,,,,,,,
31566,GEFKBB1.0-23,,1,,,,,,,,,,,,
31567,GEFKBB1.0-24,,1,,,,,,,,,,,,
31568,GEFKBB1.0-25,,1,,,,,,,,,,,,
31569,GEFKBB1.0-26,,1,,,,,,,,,,,,
31570,GEFKBB1.0-28,,1,,,,,,,,,,,,
31571,GEFKBB1.0-30,,1,,,,,,,,,,,,
31572,GEFKBB1.0-32,,1,,,,,,,,,,,,
31573,GEFKBB1.0-35,,1,,,,,,,,,,,,
31574,GEFKBB1.0-36,,1,,,,,,,,,,,,
31575,GEFKBB1.0-40,,1,,,,,,,,,,,,
31576,GEFKBB1.0-48,,1,,,,,,,,,,,,
31577,GEFKBB1.0-50,,1,,,,,,,,,,,,
31578,GEFKBB1.0-60,,1,,,,,,,,,,,,
31579,GEFKBB1.0-70,,1,,,,,,,,,,,,
31580,GEFKBB1.0-80,,1,,,,,,,,,,,,
31581,GEFKBB1.0-100,,1,,,,,,,,,,,,
31582,GEFKBB1.0-120,,1,,,,,,,,,,,,
31583,GEFKBB1.5-16,,1,,,,,,,,,,,,
31584,GEFKBB1.5-18,,1,,,,,,,,,,,,
31585,GEFKBB1.5-20,,1,,,,,,,,,,,,
31586,GEFKBB1.5-24,,1,,,,,,,,,,,,
31587,GEFKBB1.5-25,,1,,,,,,,,,,,,
31588,GEFKBB1.5-26,,1,,,,,,,,,,,,
31589,GEFKBB1.5-28,,1,,,,,,,,,,,,
31590,GEFKBB1.5-30,,1,,,,,,,,,,,,
31591,GEFKBB1.5-35,,1,,,,,,,,,,,,
31592,GEFKBB1.5-36,,1,,,,,,,,,,,,
31593,GEFKBB1.5-40,,1,,,,,,,,,,,,
31594,GEFKBB1.5-48,,1,,,,,,,,,,,,
31595,GEFKBB1.5-50,,1,,,,,,,,,,,,
31596,GEFKBB1.5-60,,1,,,,,,,,,,,,
31597,GEFKBB1.5-70,,1,,,,,,,,,,,,
31598,GEFKBB1.5-80,,1,,,,,,,,,,,,
31599,GEFKBB2.0-15,,1,,,,,,,,,,,,
31600,GEFKBB2.0-16,,1,,,,,,,,,,,,
31601,GEFKBB2.0-18,,1,,,,,,,,,,,,
31602,GEFKBB2.0-20,,1,,,,,,,,,,,,
31603,GEFKBB2.0-24,,1,,,,,,,,,,,,
31604,GEFKBB2.0-25,,1,,,,,,,,,,,,
31605,GEFKBB2.0-26,,1,,,,,,,,,,,,
31606,GEFKBB2.0-30,,1,,,,,,,,,,,,
31607,GEFKBB2.0-32,,1,,,,,,,,,,,,
31608,GEFKBB2.0-36,,1,,,,,,,,,,,,
31609,GEFKBB2.0-40,,1,,,,,,,,,,,,
31610,GEFKBB2.0-48,,1,,,,,,,,,,,,
31611,GEFKBB2.0-50,,1,,,,,,,,,,,,
31612,GEFKBB2.0-52,,1,,,,,,,,,,,,
31613,GEFKBB2.0-60,,1,,,,,,,,,,,,
31614,GEFKBB2.5-18,,1,,,,,,,,,,,,
31615,GEFKBB2.5-20,,1,,,,,,,,,,,,
31616,GEFKBB2.5-25,,1,,,,,,,,,,,,
31617,GEFKBB2.5-28,,1,,,,,,,,,,,,
31618,GEFKBB2.5-36,,1,,,,,,,,,,,,
31619,GEFKBB2.5-40,,1,,,,,,,,,,,,
31620,GEFKBB2.5-50,,1,,,,,,,,,,,,
31621,GEFKBB3.0-12,,1,,,,,,,,,,,,
31622,GEFKBB3.0-15,,1,,,,,,,,,,,,
31623,GEFKBB3.0-18,,1,,,,,,,,,,,,
31624,GEFKBB3.0-20,,1,,,,,,,,,,,,
31625,GEFKBB3.0-30,,1,,,,,,,,,,,,
31626,GEFKBB3.0-36,,1,,,,,,,,,,,,
31627,GEFKBB3.0-40,,1,,,,,,,,,,,,
31628,GEFKBG0.5-20,,1,,,,,,,,,,,,
31629,GEFKBG0.5-24,,1,,,,,,,,,,,,
31630,GEFKBG0.5-25,,1,,,,,,,,,,,,
31631,GEFKBG0.5-26,,1,,,,,,,,,,,,
31632,GEFKBG0.5-30,,1,,,,,,,,,,,,
31633,GEFKBG0.5-32,,1,,,,,,,,,,,,
31634,GEFKBG0.5-36,,1,,,,,,,,,,,,
31635,GEFKBG0.5-40,,1,,,,,,,,,,,,
31636,GEFKBG0.5-48,,1,,,,,,,,,,,,
31637,GEFKBG0.5-50,,1,,,,,,,,,,,,
31638,GEFKBG0.5-60,,1,,,,,,,,,,,,
31639,GEFKBG0.5-70,,1,,,,,,,,,,,,
31640,GEFKBG0.5-80,,1,,,,,,,,,,,,
31641,GEFKBG0.5-100,,1,,,,,,,,,,,,
31642,GEFKBG0.8-15,,1,,,,,,,,,,,,
31643,GEFKBG0.8-16,,1,,,,,,,,,,,,
31644,GEFKBG0.8-18,,1,,,,,,,,,,,,
31645,GEFKBG0.8-20,,1,,,,,,,,,,,,
31646,GEFKBG0.8-24,,1,,,,,,,,,,,,
31647,GEFKBG0.8-25,,1,,,,,,,,,,,,
31648,GEFKBG0.8-28,,1,,,,,,,,,,,,
31649,GEFKBG0.8-30,,1,,,,,,,,,,,,
31650,GEFKBG0.8-32,,1,,,,,,,,,,,,
31651,GEFKBG0.8-36,,1,,,,,,,,,,,,
31652,GEFKBG0.8-40,,1,,,,,,,,,,,,
31653,GEFKBG0.8-45,,1,,,,,,,,,,,,
31654,GEFKBG0.8-48,,1,,,,,,,,,,,,
31655,GEFKBG0.8-50,,1,,,,,,,,,,,,
31656,GEFKBG1.0-20,,1,,,,,,,,,,,,
31657,GEFKBG1.0-21,,1,,,,,,,,,,,,
31658,GEFKBG1.0-22,,1,,,,,,,,,,,,
31659,GEFKBG1.0-23,,1,,,,,,,,,,,,
31660,GEFKBG1.0-24,,1,,,,,,,,,,,,
31661,GEFKBG1.0-25,,1,,,,,,,,,,,,
31662,GEFKBG1.0-26,,1,,,,,,,,,,,,
31663,GEFKBG1.0-28,,1,,,,,,,,,,,,
31664,GEFKBG1.0-30,,1,,,,,,,,,,,,
31665,GEFKBG1.0-32,,1,,,,,,,,,,,,
31666,GEFKBG1.0-35,,1,,,,,,,,,,,,
31667,GEFKBG1.0-36,,1,,,,,,,,,,,,
31668,GEFKBG1.0-40,,1,,,,,,,,,,,,
31669,GEFKBG1.0-48,,1,,,,,,,,,,,,
31670,GEFKBG1.0-50,,1,,,,,,,,,,,,
31671,GEFKBG1.0-60,,1,,,,,,,,,,,,
31672,GEFKBG1.0-70,,1,,,,,,,,,,,,
31673,GEFKBG1.0-80,,1,,,,,,,,,,,,
31674,GEFKBG1.0-100,,1,,,,,,,,,,,,
31675,GEFKBG1.0-120,,1,,,,,,,,,,,,
31676,GEFKBG1.5-16,,1,,,,,,,,,,,,
31677,GEFKBG1.5-18,,1,,,,,,,,,,,,
