NO,TYPE,DRAWING,DISPFLG,#500,#501,#600,#601,#1,#602,,,,,,
8261,HTPN26S3M060-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8262,HTPN28S3M060-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8263,HTPN30S3M060-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8264,HTPN32S3M060-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8265,HTPN34S3M060-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8266,HTPN36S3M060-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8267,HTPN40S3M060-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8268,HTPN44S3M060-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8269,HTPN48S3M060-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8270,HTPN50S3M060-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8271,HTPN60S3M060-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8272,HTPN72S3M060-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8273,HTPN24S3M100-B,,1,22.16,24,6,relationS3M,24,,,,,,,
8274,HTPN25S3M100-B,,1,23.11,25,7,relationS3M,25,,,,,,,
8275,HTPN26S3M100-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8276,HTPN28S3M100-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8277,HTPN30S3M100-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8278,HTPN32S3M100-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8279,HTPN34S3M100-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8280,HTPN36S3M100-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8281,HTPN40S3M100-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8282,HTPN44S3M100-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8283,HTPN48S3M100-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8284,HTPN50S3M100-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8285,HTPN60S3M100-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8286,HTPN72S3M100-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8287,HTPN24S3M150-B,,1,22.16,24,6,relationS3M,24,,,,,,,
8288,HTPN25S3M150-B,,1,23.11,25,7,relationS3M,25,,,,,,,
8289,HTPN26S3M150-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8290,HTPN28S3M150-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8291,HTPN30S3M150-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8292,HTPN32S3M150-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8293,HTPN34S3M150-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8294,HTPN36S3M150-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8295,HTPN40S3M150-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8296,HTPN44S3M150-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8297,HTPN48S3M150-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8298,HTPN50S3M150-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8299,HTPN60S3M150-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8300,HTPN72S3M150-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8301,HTPT14S3M060-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8302,HTPT15S3M060-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8303,HTPT16S3M060-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8304,HTPT18S3M060-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8305,HTPT19S3M060-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8306,HTPT20S3M060-A,,1,18.34,20,6,relationS3M,20,,,,,,,
8307,HTPT22S3M060-A,,1,20.25,22,6,relationS3M,22,,,,,,,
8308,HTPT24S3M060-A,,1,22.16,24,6,relationS3M,24,,,,,,,
8309,HTPT25S3M060-A,,1,23.11,25,7,relationS3M,25,,,,,,,
8310,HTPT26S3M060-A,,1,24.07,26,7,relationS3M,26,,,,,,,
8311,HTPT28S3M060-A,,1,25.98,28,7,relationS3M,28,,,,,,,
8312,HTPT30S3M060-A,,1,27.89,30,7,relationS3M,30,,,,,,,
8313,HTPT32S3M060-A,,1,29.8,32,7,relationS3M,32,,,,,,,
8314,HTPT34S3M060-A,,1,31.71,34,7,relationS3M,34,,,,,,,
8315,HTPT36S3M060-A,,1,33.62,36,7,relationS3M,36,,,,,,,
8316,HTPT40S3M060-A,,1,37.44,40,7,relationS3M,40,,,,,,,
8317,HTPT44S3M060-A,,1,41.25,44,8,relationS3M,44,,,,,,,
8318,HTPT48S3M060-A,,1,45.07,48,8,relationS3M,48,,,,,,,
8319,HTPT50S3M060-A,,1,46.98,50,8,relationS3M,50,,,,,,,
8320,HTPT60S3M060-A,,1,56.53,60,8,relationS3M,60,,,,,,,
8321,HTPT72S3M060-A,,1,67.99,72,8,relationS3M,72,,,,,,,
8322,HTPT14S3M100-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8323,HTPT15S3M100-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8324,HTPT16S3M100-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8325,HTPT18S3M100-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8326,HTPT19S3M100-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8327,HTPT20S3M100-A,,1,18.34,20,6,relationS3M,20,,,,,,,
8328,HTPT22S3M100-A,,1,20.25,22,6,relationS3M,22,,,,,,,
8329,HTPT24S3M100-A,,1,22.16,24,6,relationS3M,24,,,,,,,
8330,HTPT25S3M100-A,,1,23.11,25,7,relationS3M,25,,,,,,,
8331,HTPT26S3M100-A,,1,24.07,26,7,relationS3M,26,,,,,,,
8332,HTPT28S3M100-A,,1,25.98,28,7,relationS3M,28,,,,,,,
8333,HTPT30S3M100-A,,1,27.89,30,7,relationS3M,30,,,,,,,
8334,HTPT32S3M100-A,,1,29.8,32,7,relationS3M,32,,,,,,,
8335,HTPT34S3M100-A,,1,31.71,34,7,relationS3M,34,,,,,,,
8336,HTPT36S3M100-A,,1,33.62,36,7,relationS3M,36,,,,,,,
8337,HTPT40S3M100-A,,1,37.44,40,7,relationS3M,40,,,,,,,
8338,HTPT44S3M100-A,,1,41.25,44,8,relationS3M,44,,,,,,,
8339,HTPT48S3M100-A,,1,45.07,48,8,relationS3M,48,,,,,,,
8340,HTPT50S3M100-A,,1,46.98,50,8,relationS3M,50,,,,,,,
8341,HTPT60S3M100-A,,1,56.53,60,8,relationS3M,60,,,,,,,
8342,HTPT72S3M100-A,,1,67.99,72,8,relationS3M,72,,,,,,,
8343,HTPT14S3M150-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8344,HTPT15S3M150-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8345,HTPT16S3M150-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8346,HTPT18S3M150-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8347,HTPT19S3M150-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8348,HTPT20S3M150-A,,1,18.34,20,6,relationS3M,20,,,,,,,
8349,HTPT22S3M150-A,,1,20.25,22,6,relationS3M,22,,,,,,,
8350,HTPT24S3M150-A,,1,22.16,24,6,relationS3M,24,,,,,,,
8351,HTPT25S3M150-A,,1,23.11,25,7,relationS3M,25,,,,,,,
8352,HTPT26S3M150-A,,1,24.07,26,7,relationS3M,26,,,,,,,
8353,HTPT28S3M150-A,,1,25.98,28,7,relationS3M,28,,,,,,,
8354,HTPT30S3M150-A,,1,27.89,30,7,relationS3M,30,,,,,,,
8355,HTPT32S3M150-A,,1,29.8,32,7,relationS3M,32,,,,,,,
8356,HTPT34S3M150-A,,1,31.71,34,7,relationS3M,34,,,,,,,
8357,HTPT36S3M150-A,,1,33.62,36,7,relationS3M,36,,,,,,,
8358,HTPT40S3M150-A,,1,37.44,40,7,relationS3M,40,,,,,,,
8359,HTPT44S3M150-A,,1,41.25,44,8,relationS3M,44,,,,,,,
8360,HTPT48S3M150-A,,1,45.07,48,8,relationS3M,48,,,,,,,
8361,HTPT50S3M150-A,,1,46.98,50,8,relationS3M,50,,,,,,,
8362,HTPT60S3M150-A,,1,56.53,60,8,relationS3M,60,,,,,,,
8363,HTPT72S3M150-A,,1,67.99,72,8,relationS3M,72,,,,,,,
8364,HTPT14S3M060-K,,1,12.61,14,5,relationS3M,14,,,,,,,
8365,HTPT15S3M060-K,,1,13.56,15,5,relationS3M,15,,,,,,,
8366,HTPT16S3M060-K,,1,14.52,16,5,relationS3M,16,,,,,,,
8367,HTPT18S3M060-K,,1,16.43,18,6,relationS3M,18,,,,,,,
8368,HTPT19S3M060-K,,1,17.38,19,6,relationS3M,19,,,,,,,
8369,HTPT20S3M060-K,,1,18.34,20,6,relationS3M,20,,,,,,,
8370,HTPT22S3M060-K,,1,20.25,22,6,relationS3M,22,,,,,,,
8371,HTPT14S3M100-K,,1,12.61,14,5,relationS3M,14,,,,,,,
8372,HTPT15S3M100-K,,1,13.56,15,5,relationS3M,15,,,,,,,
8373,HTPT16S3M100-K,,1,14.52,16,5,relationS3M,16,,,,,,,
8374,HTPT18S3M100-K,,1,16.43,18,6,relationS3M,18,,,,,,,
8375,HTPT19S3M100-K,,1,17.38,19,6,relationS3M,19,,,,,,,
8376,HTPT20S3M100-K,,1,18.34,20,6,relationS3M,20,,,,,,,
8377,HTPT22S3M100-K,,1,20.25,22,6,relationS3M,22,,,,,,,
8378,HTPT14S3M150-K,,1,12.61,14,5,relationS3M,14,,,,,,,
8379,HTPT15S3M150-K,,1,13.56,15,5,relationS3M,15,,,,,,,
8380,HTPT16S3M150-K,,1,14.52,16,5,relationS3M,16,,,,,,,
8381,HTPT18S3M150-K,,1,16.43,18,6,relationS3M,18,,,,,,,
8382,HTPT19S3M150-K,,1,17.38,19,6,relationS3M,19,,,,,,,
8383,HTPT20S3M150-K,,1,18.34,20,6,relationS3M,20,,,,,,,
8384,HTPT22S3M150-K,,1,20.25,22,6,relationS3M,22,,,,,,,
8385,HTPT24S3M060-B,,1,22.16,24,6,relationS3M,24,,,,,,,
8386,HTPT25S3M060-B,,1,23.11,25,7,relationS3M,25,,,,,,,
8387,HTPT26S3M060-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8388,HTPT28S3M060-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8389,HTPT30S3M060-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8390,HTPT32S3M060-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8391,HTPT34S3M060-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8392,HTPT36S3M060-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8393,HTPT40S3M060-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8394,HTPT44S3M060-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8395,HTPT48S3M060-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8396,HTPT50S3M060-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8397,HTPT60S3M060-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8398,HTPT72S3M060-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8399,HTPT24S3M100-B,,1,22.16,24,6,relationS3M,24,,,,,,,
8400,HTPT25S3M100-B,,1,23.11,25,7,relationS3M,25,,,,,,,
8401,HTPT26S3M100-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8402,HTPT28S3M100-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8403,HTPT30S3M100-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8404,HTPT32S3M100-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8405,HTPT34S3M100-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8406,HTPT36S3M100-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8407,HTPT40S3M100-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8408,HTPT44S3M100-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8409,HTPT48S3M100-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8410,HTPT50S3M100-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8411,HTPT60S3M100-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8412,HTPT72S3M100-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8413,HTPT24S3M150-B,,1,22.16,24,6,relationS3M,24,,,,,,,
8414,HTPT25S3M150-B,,1,23.11,25,7,relationS3M,25,,,,,,,
8415,HTPT26S3M150-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8416,HTPT28S3M150-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8417,HTPT30S3M150-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8418,HTPT32S3M150-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8419,HTPT34S3M150-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8420,HTPT36S3M150-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8421,HTPT40S3M150-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8422,HTPT44S3M150-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8423,HTPT48S3M150-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8424,HTPT50S3M150-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8425,HTPT60S3M150-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8426,HTPT72S3M150-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8427,HTPM14S3M060-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8428,HTPM15S3M060-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8429,HTPM16S3M060-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8430,HTPM18S3M060-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8431,HTPM19S3M060-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8432,HTPM20S3M060-A,,1,18.34,20,6,relationS3M,20,,,,,,,
8433,HTPM22S3M060-A,,1,20.25,22,6,relationS3M,22,,,,,,,
8434,HTPM24S3M060-A,,1,22.16,24,6,relationS3M,24,,,,,,,
8435,HTPM25S3M060-A,,1,23.11,25,7,relationS3M,25,,,,,,,
8436,HTPM26S3M060-A,,1,24.07,26,7,relationS3M,26,,,,,,,
8437,HTPM28S3M060-A,,1,25.98,28,7,relationS3M,28,,,,,,,
8438,HTPM30S3M060-A,,1,27.89,30,7,relationS3M,30,,,,,,,
8439,HTPM32S3M060-A,,1,29.8,32,7,relationS3M,32,,,,,,,
8440,HTPM34S3M060-A,,1,31.71,34,7,relationS3M,34,,,,,,,
8441,HTPM36S3M060-A,,1,33.62,36,7,relationS3M,36,,,,,,,
8442,HTPM40S3M060-A,,1,37.44,40,7,relationS3M,40,,,,,,,
8443,HTPM44S3M060-A,,1,41.25,44,8,relationS3M,44,,,,,,,
8444,HTPM48S3M060-A,,1,45.07,48,8,relationS3M,48,,,,,,,
8445,HTPM50S3M060-A,,1,46.98,50,8,relationS3M,50,,,,,,,
8446,HTPM60S3M060-A,,1,56.53,60,8,relationS3M,60,,,,,,,
8447,HTPM72S3M060-A,,1,67.99,72,8,relationS3M,72,,,,,,,
8448,HTPM14S3M100-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8449,HTPM15S3M100-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8450,HTPM16S3M100-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8451,HTPM18S3M100-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8452,HTPM19S3M100-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8453,HTPM20S3M100-A,,1,18.34,20,6,relationS3M,20,,,,,,,
8454,HTPM22S3M100-A,,1,20.25,22,6,relationS3M,22,,,,,,,
8455,HTPM24S3M100-A,,1,22.16,24,6,relationS3M,24,,,,,,,
8456,HTPM25S3M100-A,,1,23.11,25,7,relationS3M,25,,,,,,,
8457,HTPM26S3M100-A,,1,24.07,26,7,relationS3M,26,,,,,,,
8458,HTPM28S3M100-A,,1,25.98,28,7,relationS3M,28,,,,,,,
8459,HTPM30S3M100-A,,1,27.89,30,7,relationS3M,30,,,,,,,
8460,HTPM32S3M100-A,,1,29.8,32,7,relationS3M,32,,,,,,,
8461,HTPM34S3M100-A,,1,31.71,34,7,relationS3M,34,,,,,,,
8462,HTPM36S3M100-A,,1,33.62,36,7,relationS3M,36,,,,,,,
8463,HTPM40S3M100-A,,1,37.44,40,7,relationS3M,40,,,,,,,
8464,HTPM44S3M100-A,,1,41.25,44,8,relationS3M,44,,,,,,,
8465,HTPM48S3M100-A,,1,45.07,48,8,relationS3M,48,,,,,,,
8466,HTPM50S3M100-A,,1,46.98,50,8,relationS3M,50,,,,,,,
8467,HTPM60S3M100-A,,1,56.53,60,8,relationS3M,60,,,,,,,
8468,HTPM72S3M100-A,,1,67.99,72,8,relationS3M,72,,,,,,,
8469,HTPM14S3M150-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8470,HTPM15S3M150-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8471,HTPM16S3M150-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8472,HTPM18S3M150-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8473,HTPM19S3M150-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8474,HTPM20S3M150-A,,1,18.34,20,6,relationS3M,20,,,,,,,
8475,HTPM22S3M150-A,,1,20.25,22,6,relationS3M,22,,,,,,,
8476,HTPM24S3M150-A,,1,22.16,24,6,relationS3M,24,,,,,,,
8477,HTPM25S3M150-A,,1,23.11,25,7,relationS3M,25,,,,,,,
8478,HTPM26S3M150-A,,1,24.07,26,7,relationS3M,26,,,,,,,
8479,HTPM28S3M150-A,,1,25.98,28,7,relationS3M,28,,,,,,,
8480,HTPM30S3M150-A,,1,27.89,30,7,relationS3M,30,,,,,,,
8481,HTPM32S3M150-A,,1,29.8,32,7,relationS3M,32,,,,,,,
8482,HTPM34S3M150-A,,1,31.71,34,7,relationS3M,34,,,,,,,
8483,HTPM36S3M150-A,,1,33.62,36,7,relationS3M,36,,,,,,,
8484,HTPM40S3M150-A,,1,37.44,40,7,relationS3M,40,,,,,,,
8485,HTPM44S3M150-A,,1,41.25,44,8,relationS3M,44,,,,,,,
8486,HTPM48S3M150-A,,1,45.07,48,8,relationS3M,48,,,,,,,
8487,HTPM50S3M150-A,,1,46.98,50,8,relationS3M,50,,,,,,,
8488,HTPM60S3M150-A,,1,56.53,60,8,relationS3M,60,,,,,,,
8489,HTPM72S3M150-A,,1,67.99,72,8,relationS3M,72,,,,,,,
8490,HTPM14S3M060-K,,1,12.61,14,5,relationS3M,14,,,,,,,
8491,HTPM15S3M060-K,,1,13.56,15,5,relationS3M,15,,,,,,,
8492,HTPM16S3M060-K,,1,14.52,16,5,relationS3M,16,,,,,,,
8493,HTPM18S3M060-K,,1,16.43,18,6,relationS3M,18,,,,,,,
8494,HTPM19S3M060-K,,1,17.38,19,6,relationS3M,19,,,,,,,
8495,HTPM20S3M060-K,,1,18.34,20,6,relationS3M,20,,,,,,,
8496,HTPM22S3M060-K,,1,20.25,22,6,relationS3M,22,,,,,,,
8497,HTPM14S3M100-K,,1,12.61,14,5,relationS3M,14,,,,,,,
8498,HTPM15S3M100-K,,1,13.56,15,5,relationS3M,15,,,,,,,
8499,HTPM16S3M100-K,,1,14.52,16,5,relationS3M,16,,,,,,,
8500,HTPM18S3M100-K,,1,16.43,18,6,relationS3M,18,,,,,,,
8501,HTPM19S3M100-K,,1,17.38,19,6,relationS3M,19,,,,,,,
8502,HTPM20S3M100-K,,1,18.34,20,6,relationS3M,20,,,,,,,
8503,HTPM22S3M100-K,,1,20.25,22,6,relationS3M,22,,,,,,,
8504,HTPM14S3M150-K,,1,12.61,14,5,relationS3M,14,,,,,,,
8505,HTPM15S3M150-K,,1,13.56,15,5,relationS3M,15,,,,,,,
8506,HTPM16S3M150-K,,1,14.52,16,5,relationS3M,16,,,,,,,
8507,HTPM18S3M150-K,,1,16.43,18,6,relationS3M,18,,,,,,,
8508,HTPM19S3M150-K,,1,17.38,19,6,relationS3M,19,,,,,,,
8509,HTPM20S3M150-K,,1,18.34,20,6,relationS3M,20,,,,,,,
8510,HTPM22S3M150-K,,1,20.25,22,6,relationS3M,22,,,,,,,
8511,HTPM24S3M060-B,,1,22.16,24,6,relationS3M,24,,,,,,,
8512,HTPM25S3M060-B,,1,23.11,25,7,relationS3M,25,,,,,,,
8513,HTPM26S3M060-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8514,HTPM28S3M060-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8515,HTPM30S3M060-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8516,HTPM32S3M060-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8517,HTPM34S3M060-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8518,HTPM36S3M060-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8519,HTPM40S3M060-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8520,HTPM44S3M060-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8521,HTPM48S3M060-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8522,HTPM50S3M060-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8523,HTPM60S3M060-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8524,HTPM72S3M060-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8525,HTPM24S3M100-B,,1,22.16,24,6,relationS3M,24,,,,,,,
8526,HTPM25S3M100-B,,1,23.11,25,7,relationS3M,25,,,,,,,
8527,HTPM26S3M100-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8528,HTPM28S3M100-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8529,HTPM30S3M100-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8530,HTPM32S3M100-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8531,HTPM34S3M100-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8532,HTPM36S3M100-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8533,HTPM40S3M100-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8534,HTPM44S3M100-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8535,HTPM48S3M100-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8536,HTPM50S3M100-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8537,HTPM60S3M100-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8538,HTPM72S3M100-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8539,HTPM24S3M150-B,,1,22.16,24,6,relationS3M,24,,,,,,,
8540,HTPM25S3M150-B,,1,23.11,25,7,relationS3M,25,,,,,,,
8541,HTPM26S3M150-B,,1,24.07,26,7,relationS3M,26,,,,,,,
8542,HTPM28S3M150-B,,1,25.98,28,7,relationS3M,28,,,,,,,
8543,HTPM30S3M150-B,,1,27.89,30,7,relationS3M,30,,,,,,,
8544,HTPM32S3M150-B,,1,29.8,32,7,relationS3M,32,,,,,,,
8545,HTPM34S3M150-B,,1,31.71,34,7,relationS3M,34,,,,,,,
8546,HTPM36S3M150-B,,1,33.62,36,7,relationS3M,36,,,,,,,
8547,HTPM40S3M150-B,,1,37.44,40,7,relationS3M,40,,,,,,,
8548,HTPM44S3M150-B,,1,41.25,44,8,relationS3M,44,,,,,,,
8549,HTPM48S3M150-B,,1,45.07,48,8,relationS3M,48,,,,,,,
8550,HTPM50S3M150-B,,1,46.98,50,8,relationS3M,50,,,,,,,
8551,HTPM60S3M150-B,,1,56.53,60,8,relationS3M,60,,,,,,,
8552,HTPM72S3M150-B,,1,67.99,72,8,relationS3M,72,,,,,,,
8553,HTPP14S3M060-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8554,HTPP15S3M060-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8555,HTPP16S3M060-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8556,HTPP18S3M060-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8557,HTPP19S3M060-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8558,HTPP20S3M060-A,,1,18.34,20,6,relationS3M,20,,,,,,,
8559,HTPP22S3M060-A,,1,20.25,22,6,relationS3M,22,,,,,,,
8560,HTPP24S3M060-A,,1,22.16,24,6,relationS3M,24,,,,,,,
8561,HTPP25S3M060-A,,1,23.11,25,7,relationS3M,25,,,,,,,
8562,HTPP26S3M060-A,,1,24.07,26,7,relationS3M,26,,,,,,,
8563,HTPP28S3M060-A,,1,25.98,28,7,relationS3M,28,,,,,,,
8564,HTPP30S3M060-A,,1,27.89,30,7,relationS3M,30,,,,,,,
8565,HTPP32S3M060-A,,1,29.8,32,7,relationS3M,32,,,,,,,
8566,HTPP34S3M060-A,,1,31.71,34,7,relationS3M,34,,,,,,,
8567,HTPP36S3M060-A,,1,33.62,36,7,relationS3M,36,,,,,,,
8568,HTPP40S3M060-A,,1,37.44,40,7,relationS3M,40,,,,,,,
8569,HTPP44S3M060-A,,1,41.25,44,8,relationS3M,44,,,,,,,
8570,HTPP48S3M060-A,,1,45.07,48,8,relationS3M,48,,,,,,,
8571,HTPP50S3M060-A,,1,46.98,50,8,relationS3M,50,,,,,,,
8572,HTPP60S3M060-A,,1,56.53,60,8,relationS3M,60,,,,,,,
8573,HTPP72S3M060-A,,1,67.99,72,8,relationS3M,72,,,,,,,
8574,HTPP14S3M100-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8575,HTPP15S3M100-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8576,HTPP16S3M100-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8577,HTPP18S3M100-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8578,HTPP19S3M100-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8579,HTPP20S3M100-A,,1,18.34,20,6,relationS3M,20,,,,,,,
8580,HTPP22S3M100-A,,1,20.25,22,6,relationS3M,22,,,,,,,
8581,HTPP24S3M100-A,,1,22.16,24,6,relationS3M,24,,,,,,,
8582,HTPP25S3M100-A,,1,23.11,25,7,relationS3M,25,,,,,,,
8583,HTPP26S3M100-A,,1,24.07,26,7,relationS3M,26,,,,,,,
8584,HTPP28S3M100-A,,1,25.98,28,7,relationS3M,28,,,,,,,
8585,HTPP30S3M100-A,,1,27.89,30,7,relationS3M,30,,,,,,,
8586,HTPP32S3M100-A,,1,29.8,32,7,relationS3M,32,,,,,,,
8587,HTPP34S3M100-A,,1,31.71,34,7,relationS3M,34,,,,,,,
8588,HTPP36S3M100-A,,1,33.62,36,7,relationS3M,36,,,,,,,
8589,HTPP40S3M100-A,,1,37.44,40,7,relationS3M,40,,,,,,,
8590,HTPP44S3M100-A,,1,41.25,44,8,relationS3M,44,,,,,,,
8591,HTPP48S3M100-A,,1,45.07,48,8,relationS3M,48,,,,,,,
8592,HTPP50S3M100-A,,1,46.98,50,8,relationS3M,50,,,,,,,
8593,HTPP60S3M100-A,,1,56.53,60,8,relationS3M,60,,,,,,,
8594,HTPP72S3M100-A,,1,67.99,72,8,relationS3M,72,,,,,,,
8595,HTPP14S3M150-A,,1,12.61,14,5,relationS3M,14,,,,,,,
8596,HTPP15S3M150-A,,1,13.56,15,5,relationS3M,15,,,,,,,
8597,HTPP16S3M150-A,,1,14.52,16,5,relationS3M,16,,,,,,,
8598,HTPP18S3M150-A,,1,16.43,18,6,relationS3M,18,,,,,,,
8599,HTPP19S3M150-A,,1,17.38,19,6,relationS3M,19,,,,,,,
8600,HTPP20S3M150-A,,1,18.34,20,6,relationS3M,20,,,,,,,
